"American Financial Group, Inc.",5002354740824691,Alisha Osichev
"Electro-Sensors, Inc.",373589361540504,Audrye MacGinney
TopBuild Corp.,6706327291479505593,Abagael Purdy
Lamar Advertising Company,30504322049060,Trever Luna
Embraer-Empresa Brasileira de Aeronautica,3586468322169215,Drake Bowick
"Famous Dave's of America, Inc.",3580407758547060,Brinna Pritty
New Home Company Inc. (The),3578480147310163,Cindy Gason
First Internet Bancorp,5602257675412040,Debbi Wardall
"NuStar Logistics, L.P.",36433866824379,Grata Briton
"Williams Companies, Inc. (The)",675937095126319935,Brendan Gascone
National Retail Properties,6331105464951262,Christan Crutchfield
Fortuna Silver Mines Inc.,3557816893069195,Gunner Leggate
"Smith & Nephew SNATS, Inc.",3549746428360762,Marcelo Wooller
Nomura Holdings Inc ADR,3577755710540408,Maurita Whittlesea
"Avid Technology, Inc.",4017953390389503,Harlie Rieflin
MSA Safety Incorporporated,3587004749196561,Torrence Bedham
IDT Corporation,3556209256610840,Manon Hiorn
JetBlue Airways Corporation,56022539180371687,Germain Tollit
LendingClub Corporation,3537745706272339,Benton Gartshore
UNIVERSAL INSURANCE HOLDINGS INC,3553308678578974,Murray McGoon
"Del Taco Restaurants, Inc.",5602219148418079,Bar Diggin
Farmers Capital Bank Corporation,4913865533505420,Sheeree Markovic
MFS Special Value Trust,3544798681874794,Westbrooke Fellgate
"OneBeacon Insurance Group, Ltd.",4917560745977329,Fancie Aikenhead
Allegion plc,3529392017411379,Thomasa Tennewell
"Perma-Pipe International Holdings, Inc.",490526467079787320,Cleopatra Swalwell
"Latin American Discovery Fund, Inc. (The)",3557232637853839,Nichol Carsey
Chesapeake Lodging Trust,5602212995133750,Phip Vasyutochkin
K12 Inc,4017953318383,Trent Cowsby
"AgroFresh Solutions, Inc.",4100647111619218,Jodie Millis
"Eyegate Pharmaceuticals, Inc.",633436848037953290,Gweneth Lenden
Presbia PLC,676191477864057621,Adham Feld
Kayne Anderson Acquisition Corp.,4017957847536,Darlleen Cruce
"Tempur Sealy International, Inc.",3562223043525635,Velvet Tilley
Putnam Premier Income Trust,633447227934702083,Hall Spencook
"J.C. Penney Company, Inc. Holding Company",3537857453017203,Caril Mingame
"Nivalis Therapeutics, Inc.",3576255556876827,Jaymee Ambridge
The Gabelli Healthcare & Wellness Trust,3552431213840450,Travus Pacey
"CGI Group, Inc.",3569492339875912,Claiborn Mc Curlye
"Alico, Inc.",5582771670715680,Gussy Munby
iShares S&P Global Clean Energy Index Fund,589353955724806690,Puff Filov
Protective Life Corporation,3532475020241035,Fannie Wiz
Brink's Company (The),491166868971830337,Nickie Maulkin
ENI S.p.A.,201882595192715,Irwin Elvin
"Spark Energy, Inc.",5002353885909234,Roch Poundford
"Copart, Inc.",3565964072405960,Ariela Elks
News Corporation,3580385148479402,Christian Villalta
"Strayer Education, Inc.",5459767216766609,Evvie Bolf
Bank of South Carolina Corp.,30041846139077,Shanda Hardy
Special Opportunities Fund Inc.,3586687353710536,Kay Bartoli
Astronics Corporation,5602249126068430,Kylynn Bosdet
Seaspan Corporation,30352127012226,Shela Stockport
Voya Asia Pacific High Dividend Equity Income Fund,3586454243053670,Meara Keach
Sonoco Products Company,060468139882918563,Holly Marty
Enzymotec Ltd.,3529306130676007,Blair Thickin
Pimco New York Municipal Income Fund II,5532849449501333,Huberto Buckthorp
Molson Coors Brewing  Company,3552301635087669,Fawnia Pringell
DSW Inc.,5462675125444348,Ricoriki Bayles
"Quintiles IMS Holdings, Inc.",5100139964459063,Meta Mattiessen
Amerco,490351484062327501,Fabian Saile
KT Corporation,3536044201346819,Letta Engeham
"Nivalis Therapeutics, Inc.",3544490600907786,Stacey Lathan
"Gaming and Leisure Properties, Inc.",3537149128980027,Tyson Meachem
"James River Group Holdings, Ltd.",3565109777381401,Chere Enriques
Armstrong World Industries Inc,3560735405489623,Valida Panchin
Amphenol Corporation,6771880823623367,Zara Birden
Quest Resource Holding Corporation.,3574971282954843,Brennan Gecke
Wabash National Corporation,3538151459063588,Tedmund Sweeney
Convergys Corporation,3561118168166978,Casey Francesc
CABCO Series 2004-101 Trust,3576740819571893,Verene Downham
"Syndax Pharmaceuticals, Inc.",4508342030126234,Eleanore Denne
"Alliance One International, Inc.",6709772580751498,Prudy Entwhistle
Exact Sciences Corporation,5256434145364213,Jemimah Abelovitz
"Cohu, Inc.",3530797835963236,Mercedes Lambricht
STRATS Trust,491181324407129986,Dalton Stronack
"Five9, Inc.",4917870405875741,Kristi Coit
Frontline Ltd.,560222346243993310,Emeline Ridding
Student Transportation Inc,3529528472469341,Sherlocke Livezey
"Surmodics, Inc.",5573925646116545,Nanice Colwell
M&T Bank Corporation,5610972522917419,Rachel Nozzolinii
"Texas Roadhouse, Inc.",3544019809263103,Gavrielle Galton
"Energy Transfer Equity, L.P.",4175004366931676,Cherye Riddel
Kansas City Southern,6763863734813749,Minette Czapla
"Yield10 Bioscience, Inc.",5602214322874015,Nadiya Bellew
"Eagle Bancorp, Inc.",201916792504890,Sergent Wadly
The Intergroup Corporation,3563329650113182,Gweneth Lebourn
Agrium Inc.,5159242444791277,Desi MacAnelley
Barington/Hilco Acquisition Corp.,6386472740619095,Brendan Unthank
Navios Maritime Holdings Inc.,502038393354740623,Lauritz Grieswood
"Valmont Industries, Inc.",5100178945627372,Korry Denny
Bank of America Corporation,4508332633810508,Hadrian Gribbell
Akers Biosciences Inc,5048378746972697,Nettie Gillinghams
Guggenheim Strategic Opportunities Fund,4936868891270671831,Calv Younglove
"Halozyme Therapeutics, Inc.",3568986191563012,Kailey Halse
Pure Cycle Corporation,3579840223572003,Ulrike Aggiss
W.P. Carey Inc.,67091916664563380,Dorrie Jorissen
Phillips 66,3554677899451412,Killy Clearley
Nuveen Select Tax Free Income Portfolio III,4791506027523,Philbert Yancey
Brown Forman Corporation,5526298906218890,Gabriella Bremeyer
GATX Corporation,5610765940594814,Lebbie Giuron
"UMH Properties, Inc.",3532166848262523,Abdul Brownlie
Sonoco Products Company,3566079394161875,Elisabetta Eisikowitch
Potash Corporation of Saskatchewan Inc.,377306086194863,Rob Oneill
BankFinancial Corporation,5602215698735038366,Thorny Scones
"Limelight Networks, Inc.",5018319259977612,Cookie Fellowes
"Ebix, Inc.",375375173661300,Julie Tabourin
Nuveen S&P 500 Buy-Write Income Fund,3549621564231053,Hubey Audus
"QEP Resources, Inc.",3545804715499654,Malory Bramelt
CABCO Series 2004-101 Trust,5100141831663059,Jo-ann Creggan
Flushing Financial Corporation,5010123832313354,Janette Babidge
Jensyn Acquistion Corp.,676127171790598530,Barbe Drysdale
"Vera Bradley, Inc.",3543265025848661,Lilias Marjanovic
Yangtze River Development Limited,30563201856102,Leopold Barke
AMC Networks Inc.,3582270612478668,Willabella Frantzen
Comcast Corporation,6379871390292781,Shelli Wilmot
National Holdings Corporation,5010127781423759,Deana Joost
"New York Mortgage Trust, Inc.",6333648558918235106,Gayelord Praundl
"CB Financial Services, Inc.",3564034422120270,Blake Suddaby
"Monolithic Power Systems, Inc.",3540500210542205,Marylin Yve
"The First Bancshares, Inc.",374622687450840,Anabal Domerque
"Grand Canyon Education, Inc.",3576436926249180,Olly Canny
First Trust MLP and Energy Income Fund,5020079225181691,Ruthi Kienlein
EMC Insurance Group Inc.,30002587006578,Betteanne Esposita
First Commonwealth Financial Corporation,201737270419470,Timmie Murney
"Ubiquiti Networks, Inc.",5120797315321138,Janina Chaunce
Wheaton Precious Metals Corp.,5602213483497848,Shaylah Labbez
"Great Southern Bancorp, Inc.",3563441324688174,Carena Chivers
"Saia, Inc.",6767596399365419104,Elset Linzee
"Goldman Sachs Group, Inc. (The)",3586397690718867,Riki Sennett
Vulcan Materials Company,6304693005422763,Theo Padson
